row_type,surlab_file_location,surlab_filename,fieldname_surlab,units,requirement_level,requirement_condition,nwb_location,nwb_fieldname,nwb_alt_fieldnames,nwb_keyword,nwb_type,mapping_rationale,stage,notes
data_array,session_dir,<datatypeID>_data.{mat|npz},NA,fluorescence [time x ROIs]; seconds via timestamps relative to the session origin (t=0),required,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,data,,,array_of_float64,SPECULATIVE: Suite2p/2P-style RoiResponseSeries under ImagingModule; confirm with dataset.,3,Canonical axis 0=time axis 1=ROIs. Python (n_time n_ROI). Suite2p (n_ROI n_time) must transpose on ingest. Prefer .npz for Python export.
timestamps_array,session_dir,<datatypeID>_timestamps.{mat|npz},NA,native frame times in seconds relative to the session origin (t=0),required,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,timestamps,,,array_of_float64,Store native acquisition times; do not require resampling to fixed Hz.,3,Optional sample_frequency__Hz is descriptive only. Prefer .npz for Python export.
metadata_field,session_dir,<datatypeID>_schema.json,data_unit_measurement,base__unit token string,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,unit,,,str,Fluorescence often arbitrary or deltaF/F; document in schema. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_data_unit_measurement. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,X_dim,dimension label,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,str,Canonical: X = first array axis = time (value time).,3,Must match stored data layout after any transpose on ingest.
metadata_field,session_dir,<datatypeID>_schema.json,Y_dim,dimension label,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,str,Canonical: Y = second array axis = ROI (value ROI).,3,
metadata_field,session_dir,<datatypeID>_schema.json,X_size,integer count,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,int,Equals number of time samples (length of axis 0).,3,
metadata_field,session_dir,<datatypeID>_schema.json,Y_size,integer count,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,int,Equals number of ROIs; must match metadata row count.,3,
metadata_field,session_dir,<datatypeID>_schema.json,X_idx,1-D array of float seconds relative to session origin (t=0),optional,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,array_of_float,Time coordinates in seconds relative to the session origin (t=0) along axis 0.,3,JSON list/array of floats; length should match X_size / n_time when present.
metadata_field,session_dir,<datatypeID>_schema.json,Y_idx,1-D array of int or string indices/IDs along axis 1,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,custom_field,,,array_of_int_or_str,ROI indices along axis 1 when present.,3,JSON list/array; length should match Y_size / n_ROI or n_features when present.
metadata_field,session_dir,<datatypeID>_schema.json,sample_frequency__Hz,float Hz,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,float,SPECULATIVE: link to ImagingPlane rate when imaging metadata added. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_sample_frequency__Hz. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,detection_software,plain text,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,str,e.g. Suite2p; SPECULATIVE ImagingPlane metadata. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_detection_software. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,indicator,plain text,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/OpticalChannel,custom_field,,,str,Calcium indicator name. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_indicator. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,wavelength__nm,float nanometers,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/OpticalChannel,emission_lambda,,,float,SPECULATIVE OpticalChannel mapping. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_wavelength__nm. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,pixel_size__um,float micrometers (use pixel_size__au if uncalibrated / arbitrary),optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,float,Prefer numeric with optional pixel_size_calibration column. Optional legacy mirror; canonical column in sessionInfo. Header must include unit suffix (__um or __au).,3,Legacy optional mirror of sessionInfo <datatypeID>_pixel_size. Fail if both non-empty and disagree. Canonical name pixel_size__um; use sibling column pixel_size__au instead when units unknown/arbitrary (mutually exclusive).
metadata_field,session_dir,<datatypeID>_schema.json,pixel_size__au,float arbitrary units (use when pixel size not calibrated to um),optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,float,Alternate to pixel_size__um when scale is unknown/arbitrary. Mutually exclusive with pixel_size__um for the same stream. Same NWB ImagingPlane custom_field.,3,Do not populate both pixel_size__um and pixel_size__au for one stream. Legacy optional mirror of sessionInfo <datatypeID>_pixel_size__au. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,pixel_size_calibration,calibration note for pixel_size__um or pixel_size__au,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,str,Optional user-supplied scale. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_pixel_size_calibration. Fail if both non-empty and disagree. Applies to whichever of pixel_size__um / pixel_size__au is used.
metadata_field,session_dir,<datatypeID>_schema.json,objectives,plain text,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,str,Microscope objective description. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_objectives. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,laser_name,plain text,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,str,Laser identifier. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_laser_name. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,fov_width__pixels,integer pixels,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,int,Field of view width. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_fov_width__pixels. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,fov_height__pixels,integer pixels,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,int,Field of view height. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_fov_height__pixels. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,fov_depth__um,float micrometers,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ImagingPlane,custom_field,,,float,Imaging depth at FOV. Optional legacy mirror; canonical column in sessionInfo.,3,Legacy optional mirror of sessionInfo <datatypeID>_fov_depth__um. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,dataset_specific,N/A,optional,if_datatype_present:<datatypeID>,NWBFile/ophys,custom_field,,,str,Unlisted schema keys preserved (e.g. PMT/laser power with calibration).,3,One generic row; PMT/Pockels often arbitrary instrument units.
metadata_field,session_dir,<datatypeID>_metadata.csv,roi_ID,integer or text id per ROI,required,if_datatype_present:<datatypeID>,NWBFile/ophys/RoiResponseSeries,id,,,int_or_str,ROI identity maps to PlaneSegmentation row id (SPECULATIVE); order matches data array ROI dimension.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,roi_x_coordinate,float or integer,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_roi_x,,,float,SPECULATIVE ROI table column.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,roi_y_coordinate,float or integer,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_roi_y,,,float,SPECULATIVE ROI table column.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,area,plain text brain region label,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_area,,,str,Anatomical area for ROI.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,depth__um,float micrometers,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_depth__um,,,float,ROI depth.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,roi_center_x,float,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_roi_center_x,,,float,ROI center x.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,roi_center_y,float,recommended,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_column_roi_center_y,,,float,ROI center y.,3,
metadata_field,session_dir,<datatypeID>_metadata.csv,dataset_specific,N/A,optional,if_datatype_present:<datatypeID>,NWBFile/ophys/ROI,custom_columns,,,str,Same rule as sessionInfo: preserve unlisted column names.,3,One generic row per stream.
data_array,session_dir,<datatypeID>_data.{mat|npz},NA,behavioral [time x features]; seconds via timestamps relative to the session origin (t=0),required,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_TimeSeries_name,,,array_of_float64,SPECULATIVE: acquisition TimeSeries or Position per feature; confirm with dataset (DLC pupil etc.).,4,Canonical axis 0=time axis 1=features. Transpose on ingest if source is (features time). Prefer .npz. Omit stream if empty (sessionInfo flag 0; no files).
timestamps_array,session_dir,<datatypeID>_timestamps.{mat|npz},NA,native sample times in seconds relative to the session origin (t=0),required,if_datatype_present:<datatypeID>,NWBFile/acquisition,timestamps,,,array_of_float64,Native times; no required resampling.,4,Required when behTSeries flag is 1. Prefer .npz.
metadata_field,session_dir,<datatypeID>_schema.json,data_unit_measurement,base__unit token string,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,unit,,,str,Document units per feature in metadata labels where needed. Optional legacy mirror; canonical column in sessionInfo.,4,Legacy optional mirror of sessionInfo <datatypeID>_data_unit_measurement. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,X_dim,dimension label,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,str,Canonical: X = axis 0 = time.,4,
metadata_field,session_dir,<datatypeID>_schema.json,Y_dim,dimension label,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,str,Canonical: Y = axis 1 = features.,4,
metadata_field,session_dir,<datatypeID>_schema.json,X_size,integer count,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,int,Number of time samples (axis 0).,4,
metadata_field,session_dir,<datatypeID>_schema.json,Y_size,integer count,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,int,Number of features; must match metadata row count.,4,
metadata_field,session_dir,<datatypeID>_schema.json,X_idx,1-D array of float seconds relative to session origin (t=0),optional,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,array_of_float,Time in seconds relative to the session origin (t=0) along axis 0.,4,JSON list/array of floats; length should match X_size / n_time when present.
metadata_field,session_dir,<datatypeID>_schema.json,Y_idx,1-D array of int or string indices/IDs along axis 1,optional,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,array_of_int_or_str,Feature indices along axis 1 when present.,4,JSON list/array; length should match Y_size / n_ROI or n_features when present.
metadata_field,session_dir,<datatypeID>_schema.json,sample_frequency__Hz,float Hz,recommended,if_datatype_present:<datatypeID>,NWBFile/acquisition,rate,,,float,Sampling rate of behavioral stream. Optional legacy mirror; canonical column in sessionInfo.,4,Legacy optional mirror of sessionInfo <datatypeID>_sample_frequency__Hz. Fail if both non-empty and disagree.
metadata_field,session_dir,<datatypeID>_schema.json,dataset_specific,N/A,optional,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_field,,,str,Unlisted schema keys preserved.,4,One generic row per stream.
metadata_field,session_dir,<datatypeID>_metadata.csv,feature_ID,integer or text id per feature,required,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_column_feature_ID,,,int_or_str,Aligns with columns of data array.,4,
metadata_field,session_dir,<datatypeID>_metadata.csv,feature_label,plain text label per feature,required,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_column_feature_label,,,str,e.g. pupil_x pupil_y likelihood for DLC.,4,
metadata_field,session_dir,<datatypeID>_metadata.csv,dataset_specific,N/A,optional,if_datatype_present:<datatypeID>,NWBFile/acquisition,custom_columns,,,str,Preserve unlisted columns (extra DLC body parts etc.).,4,One generic row per stream.
metadata_field,session_dir,trialInfo.csv,start_time__s,trial start seconds relative to the session origin (t=0),required,if_datatype_present:trialInfo,NWBFile/intervals/trials,start_time,,,float64,SPECULATIVE: NWB Trials table or TimeIntervals start.,5,One trialInfo file per session. Optional middle filename tokens allowed.
metadata_field,session_dir,trialInfo.csv,stop_time__s,trial stop seconds relative to the session origin (t=0),required,if_datatype_present:trialInfo,NWBFile/intervals/trials,stop_time,,,float64,SPECULATIVE: Trials stop time.,5,
metadata_field,session_dir,trialInfo.csv,stimulus_onset__s,stimulus onset seconds,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_stimulus_onset__s,,,float64,Visual/auditory onset relative to the session origin (t=0).,5,
metadata_field,session_dir,trialInfo.csv,stimulus_offset__s,stimulus offset seconds,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_stimulus_offset__s,,,float64,Stimulus offset.,5,
metadata_field,session_dir,trialInfo.csv,tone_frequency__Hz,auditory tone frequency numeric Hz,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_tone_frequency__Hz,,,float64,Numeric cells only not strings like 4kHz.,5,
metadata_field,session_dir,trialInfo.csv,tone_intensity__dB,auditory level numeric dB,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_tone_intensity__dB,,,float64,Numeric cells only.,5,
metadata_field,session_dir,trialInfo.csv,grating_orientation__degrees,visual grating orientation degrees,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_grating_orientation__degrees,,,float64,Visual stimulus parameter.,5,
metadata_field,session_dir,trialInfo.csv,grating_spatial_frequency__cycles_per_degree,spatial frequency,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_grating_spatial_frequency__cycles_per_degree,,,float64,Document convention in dataset README if nonstandard.,5,
metadata_field,session_dir,trialInfo.csv,grating_drift_speed__m_per_s,drift speed m/s,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_grating_drift_speed__m_per_s,,,float64,Drifting grating.,5,
metadata_field,session_dir,trialInfo.csv,grating_drift_direction__degrees,drift direction degrees,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_grating_drift_direction__degrees,,,float64,Drifting grating direction.,5,
metadata_field,session_dir,trialInfo.csv,reaction_time__s,reaction time seconds from stimulus_onset__s,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_reaction_time__s,,,float64,Behavioral reaction time.,5,
metadata_field,session_dir,trialInfo.csv,output,categorical behavioral label,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_output,,,str,e.g. press no_press.,5,
metadata_field,session_dir,trialInfo.csv,num_licks,integer lick count per trial,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_num_licks,,,int,Count of licks in trial.,5,
metadata_field,session_dir,trialInfo.csv,reward,boolean reward delivered 0/1,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_reward,,,bool,Reinforcement.,5,
metadata_field,session_dir,trialInfo.csv,punish,boolean punishment delivered 0/1,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_punish,,,bool,Reinforcement.,5,
metadata_field,session_dir,trialInfo.csv,correct,binary trial outcome 0/1,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_column_correct,,,int,Omit when no operant outcome (e.g. passive grating viewing).,5,Binary 0/1 when present; non-binary legacy is validation violation.
metadata_field,session_dir,trialInfo.csv,dataset_specific,N/A,optional,if_datatype_present:trialInfo,NWBFile/intervals/trials,custom_columns,,,str,Preserve unlisted trial columns; duplicate event columns use _1 _2 suffix pattern.,5,One generic row.
